 REDE DE GEODESIA (ZONA SUL)  
  39.4000000     -8.0754862
 Datum_73       
   9    1      38    2    2
   1     -22488.5762   -227870.6830
   2      -3160.8285   -198314.4510
   3      32636.4162   -218361.8652
   4      60167.6046   -236147.2323
   5      64115.4620   -259092.9329
   6      57211.3837   -275255.5609
   7      23779.6503   -298939.6432
   8      17654.2746   -284912.1186
   9      34839.3515   -269059.9432
  10       4546.3350   -255017.8260
